FID,dissolve,scalerank,featurecla,name,name_alt,rivernum,note
1170,819River,8,River,Ngounie, ,819, 
966,674River,8,River,Ngun, ,674, 
1209,854River,8,River,Nhamund?, ,854, 
1248,88River,3,River,Niagra, ,88, 
1061,727River,8,River,Niari, ,727, 
845,59River,3,River,Niger, ,59, 
734,4River,1,River,Nile, ,4, 
650,428River,7,River,Nizhnyaya Taymyra, ,428, 
198,125River,4,River,Nmai, ,125, 
586,398River,7,River,North Platte, ,398, 
189,117River,4,River,North Saskatchewan, ,117, 
608,408River,7,River,Nottaway, ,408, 
54,1041River,9,River,Notwani, ,1041, 
222,146River,4,River,Nu, ,146, 
208,134River,4,River,Nu (Salween), ,134, 
184,114River,4,River,Ob, ,114, 
370,24River,2,River,Ob?, ,24, 
1151,802River,8,River,Oco?a, ,802, 
767,529River,7,River,Oconee, ,529, 
204,130River,4,River,Oder, ,130, 
83,1065River,9,River,Ofanto, ,1065, 
906,647River,8,River,Ogoou?, ,647, 
49,1038River,9,River,Ogun, ,1038, 
1450,2049River,10,River,Ohau, ,2049, 
1295,92River,3,River,Ohio, ,92, 
1004,691River,8,River,Oich, ,691, 
1008,693River,8,River,Oka, ,693, 
324,220River,6,River,Okavango, ,220, 
688,460River,7,River,Ol?kma, ,460, 
476,317River,6,River,Olen?k, ,317, 
340,22River,1,River,Olenekskaya Protoka, ,22, 
1162,811River,8,River,Olifants, ,811, 
1262,900River,8,River,Oloy, ,900, 
1050,717River,8,River,Olt, ,717, 
450,297River,6,River,Omo, ,297, 
694,466River,7,River,Omolon, ,466, 
772,533River,7,River,Onega, ,533, 
1435,2023River,10,River,Ongarue, ,2023, 
1218,862River,8,River,Onilahy, ,862, 
1075,739River,8,River,Onon, ,739, 
1365,98River,4,River,Orange, ,98, 
1433,2024River,10,River,Orari, ,2024, 
80,1062River,9,River,Orco, ,1062, 
385,257River,6,River,Ord, ,257, 
1405,2025River,6,River,Oreti, ,2025, 
1253,894River,8,River,Orhon, ,894, 
1100,75River,3,River,Orinoco, ,75, 
1277,913River,8,River,Osage, ,913, 
1027,701River,8,River,Oti, ,701, 
310,206River,6,River,Ottawa, ,206, 
1244,886River,8,River,Ou, ,886, 
553,380River,7,River,Ou?m?, ,380, 
1168,817River,8,River,Oued Sebou, ,817, 
452,299River,6,River,Ouham, ,299, 
1329,960River,8,River,Oulu, ,960, 
1356,984River,9,River,Oum Er Rbia, ,984, 
143,1115River,9,River,Ozhogina, ,1115, 
787,547River,7,River,Pahang, ,547, 
1256,897River,8,River,Palar, ,897, 
1113,770River,8,River,Palyavaam, ,770, 
285,186River,5,River,Pamir, ,186, 
335,227River,6,River,Panama Canal, ,227, 
604,406River,7,River,Pangani, ,406, 
295,195River,5,River,Panj, ,195, 
838,594River,7,River,Papaloapan, ,594, 
445,292River,6,River,Paraiba, ,292, 
1385,99River,4,River,Paran?, ,99, 
113,108River,4,River,Parana?ba, ,108, 
592,400River,7,River,Paranapanema, ,400, 
128,1102River,9,River,Parbati, ,1102, 
157,1127River,9,River,Pardo, ,1127, 
661,436River,7,River,Parna?ba, ,436, 
1428,2026River,9,River,Patea, ,2026, 
1267,904River,8,River,Patsoyoki, ,904, 
503,33River,2,River,Peace, ,33, 
766,528River,7,River,Pearl, ,528, 
195,122River,4,River,Pechora, ,122, 
623,415River,7,River,Pecos, ,415, 
1096,756River,8,River,Pelly, ,756, 
121,1098River,9,River,Pembuang, ,1098, 
535,369River,6,River,Pend Orielle, ,369, 
803,561River,7,River,Penner, ,561, 
145,1117River,9,River,Penzhina, ,1117, 
1440,2027River,10,River,Piako, ,2027, 
1154,805River,8,River,Piau?, ,805, 
159,1129River,9,River,Pibor, ,1129, 
447,294River,6,River,Pilcomayo, ,294, 
67,1052River,9,River,Pinega, ,1052,Version 1.2 edit in N. America and Europe
634,420River,7,River,Ping, ,420, 
1150,801River,8,River,Pisco, ,801, 
417,272River,6,River,Pit, ,272, 
958,670River,8,River,Pivd. Buh, ,670,Version 1.2 edit in N. America and Europe
851,603River,7,River,Platte, ,603, 
511,347River,6,River,Pnuco, ,347, 
322,219River,6,River,Po, ,219,Version 1.2 edit in N. America and Europe
876,625River,7,River,Podkamennaya Tunguska, ,625, 
1432,2028River,10,River,Pomahaka, ,2028, 
944,664River,8,River,Pongola, ,664, 
1088,749River,8,River,Popigay, ,749, 
353,239River,6,River,Porcupine, ,239, 
1320,952River,8,River,Poronay, ,952, 
537,370River,6,River,Potomac, ,370, 
666,440River,7,River,Prairie Dog Town Fork Red, ,440, 
578,394River,7,River,Pribonka, ,394, 
652,429River,7,River,Pripyat, ,429, 
795,554River,7,River,Prut, ,554, 
1449,2051River,10,River,Pukaki, ,2051, 
57,1044River,9,River,Pungu?, ,1044, 
728,496River,7,River,Pur, ,496, 
440,289River,6,River,Pur?s, ,289, 
320,217River,6,River,Purari, ,217, 
23,1015River,9,River,Purificacin, ,1015, 
753,517River,7,River,Putumayo, ,517, 
830,586River,7,River,Pyasina, ,586, 
102,1080River,9,River,Qarqan, ,1080, 
74,1058River,9,River,Qezel Owzan, ,1058, 
1243,885River,8,River,Qin, ,885, 
224,148River,4,River,Quan, ,148, 
970,676River,8,River,Qumar, ,676, 
308,205River,6,River,R. des Outaouais, ,205, 
398,263River,6,River,Rainy, ,263, 
1416,2029River,9,River,Rakaia, ,2029, 
122,1099River,9,River,Ramu, ,1099, 
1398,1091River,9,River,Rangitaiki, ,1091, 
1422,2030River,9,River,Rangitata, ,2030, 
1403,2031River,6,River,Rangitikei, ,2031, 
133,1107River,9,River,Ravi, ,1107, 
621,414River,7,River,Red, ,414, 
1305,938River,8,River,Republican, ,938, 
77,105River,4,River,Rhein, ,105, 
215,140River,4,River,Rhin (Rhein), ,140, 
227,150River,4,River,Rhine, ,150, 
381,255River,6,River,Rhne, ,255, 
1172,820River,8,River,Ribeira, ,820, 
1272,909River,8,River,Richelieu, ,909, 
151,1121River,9,River,Rio Batepito, ,1121, 
37,1027River,9,River,Rio das Mortes, ,1027, 
137,110River,4,River,Rio Grande, ,110, 
293,193River,5,River,Rio Negro,Chixoy,193, 
46,1035River,9,River,Rio Rapel, ,1035, 
236, ,7,River,Rio Salinas, ,0, 
760,523River,7,River,Ro Grande de Matagalpa, ,523, 
346,232River,6,River,Ro Grande de Santiago, ,232, 
640,423River,7,River,Roanoke, ,423, 
806,564River,7,River,Rogue, ,564, 
48,1037River,9,River,Rokel, ,1037, 
1299,933River,8,River,Rong, ,933, 
1083,745River,8,River,Roper, ,745, 
300,19River,1,River,Rosetta Branch, ,19, 
1442,2032River,10,River,Ruakituri, ,2032, 
818,574River,7,River,Rufiji, ,574, 
531,365River,6,River,Ruki, ,365, 
1345,976River,9,River,Rungwa, ,976, 
367,248River,6,River,Rupert, ,248, 
596,402River,7,River,Rusizi, ,402, 
458,301River,6,River,Ruvuma, ,301, 
485,325River,6,River,S. Branch Potomac, ,325, 
18,1010River,9,River,S. Fork Kuskokwim, ,1010, 
1178,826River,8,River,S. Fork Republican, ,826, 
206,132River,4,River,S?n?gal, ,132, 
64,104River,4,River,S?o  Francisco, ,104, 
1037,706River,8,River,Sabine, ,706, 
256,167River,5,River,Sacramento, ,167, 
15,1008River,9,River,Sagavanirktok, ,1008, 
1025,700River,8,River,Saguenay, ,700, 
488,328River,6,River,Saint John, ,328, 
992,686River,8,River,Saint Johns, ,686, 
1079,741River,8,River,Sakarya, ,741, 
757,520River,7,River,Salado, ,520, 
1363,988River,9,River,Salinas, ,988, 
1095,755River,8,River,Salmon, ,755, 
230,153River,4,River,Salween, ,153, 
369,249River,6,River,San Joaquin, ,249, 
1016,697River,8,River,San Juan, ,697, 
42,1031River,9,River,San Martin, ,1031, 
1366,990River,9,River,San Miguel, ,990, 
1161,810River,8,River,San Pedro, ,810, 
235, ,7,River,San Pedro y San Pablo, ,0, 
521,356River,6,River,Sanaga, ,356, 
1337,968River,8,River,Sane, ,968, 
638,422River,7,River,Sanggan, ,422, 
530,364River,6,River,Sangha, ,364, 
792,551River,7,River,Sankh, ,551, 
1186,833River,8,River,Sankuru, ,833, 
1293,928River,8,River,Santa, ,928, 
296,196River,5,River,Santa Cruz, ,196, 
1155,806River,8,River,Santa Mara, ,806, 
1343,974River,8,River,Santee, ,974, 
31,1021River,9,River,Santiago, ,1021, 
695,467River,7,River,Sapt, ,467, 
690,462River,7,River,Sartang, ,462, 
161,112River,4,River,Saskatchewan, ,112, 
419,273River,6,River,Sassandra, ,273, 
726,494River,7,River,Sava, ,494, 
379,254River,6,River,Savannah, ,254, 
740,505River,7,River,Save, ,505, 
1173,821River,8,River,Schelde (Steldt), ,821, 
1116,773River,8,River,Scioto, ,773, 
181,1146River,9,River,Sefid, ,1146, 
150,1120River,9,River,Segre, ,1120,Version 1.2 edit in N. America and Europe
202,129River,4,River,Seine, ,129, 
138,1110River,9,River,Selemdzha, ,1110, 
430,27River,2,River,Selenge (Selenga), ,27, 
139,1111River,9,River,Selennyakh, ,1111, 
329,223River,6,River,Semliki, ,223, 
849,601River,7,River,Sepik, ,601, 
504,340River,6,River,Setit, ,340, 
1227,870River,8,River,Severn, ,870,Version 1.2 edit in N. America and Europe
1196,842River,8,River,Severnaya Sos?va, ,842, 
86,1068River,9,River,Seym, ,1068, 
879,628River,7,River,Shabeelle, ,628, 
1190,837River,8,River,Shama, ,837, 
1073,737River,8,River,Shandian, ,737, 
58,1045River,9,River,Shangani, ,1045, 
952,668River,8,River,Shannon, ,668, 
1317,94River,3,River,Shatt al Arab, ,94, 
871,620River,7,River,Shatt al Hillah, ,620, 
800,559River,7,River,Shebele, ,559, 
819,575River,7,River,Shilka, ,575, 
892,63River,3,River,Shiquan, ,63, 
1054,71River,3,River,Shire, ,71, 
101,107River,4,River,Shishhid Gol, ,107, 
75,1059River,9,River,Simav, ,1059, 
850,602River,7,River,Sio, ,602, 
786,546River,7,River,Sittong, ,546, 
431,280River,6,River,Skeena, ,280, 
809,567River,7,River,Skelleftelven, ,567, 
589,39River,2,River,Slave, ,39, 
52,103River,4,River,Snake, ,103, 
855,607River,7,River,Sobat, ,607, 
741,506River,7,River,Sokoto, ,506, 
115,1092River,9,River,Son, ,1092, 
859,610River,7,River,Song?acha, ,610, 
532,366River,6,River,Songhua (Sungari), ,366, 
517,352River,6,River,Soroksari Duna, ,352, 
1373,994River,9,River,Soto la Marina, ,994, 
1355,983River,9,River,Sous, ,983, 
19,1011River,9,River,South Nahanni, ,1011, 
1039,708River,8,River,South Platte, ,708, 
404,266River,6,River,South Saskatchewan, ,266, 
288,189River,5,River,Sprague, ,189, 
714,483River,7,River,Sreng, ,483, 
856,608River,7,River,Srepok, ,608, 
1259,89River,3,River,St. Clair, ,89, 
354,23River,2,River,St. Lawrence, ,23, 
1289,924River,8,River,St. Marys, ,924, 
1183,830River,8,River,St. Paul, ,830, 
1292,927River,8,River,St.-Maurice, ,927, 
808,566River,7,River,Stanislaus, ,566, 
771,532River,7,River,Stewart, ,532, 
238,158River,5,River,Stikine, ,158, 
655,430River,7,River,Stora Lule lv, ,430, 
85,1067River,9,River,Strymnas (Truma), ,1067, 
615,411River,7,River,Suda, ,411,Version 1.2 edit in N. America and Europe
314,209River,6,River,Suez Canal, ,209, 
89,106River,4,River,Sukhona, ,106, 
1221,865River,8,River,Sura, ,865, 
822,578River,7,River,Suriname, ,578, 
351,237River,6,River,Susitna, ,237, 
664,439River,7,River,Susqehanna, ,439, 
387,258River,6,River,Sutlej, ,258, 
1117,774River,8,River,Suwannee, ,774, 
210,136River,4,River,Svernaya Dvina, ,136, 
271,174River,5,River,Svir, ,174, 
127,1101River,9,River,Swan, ,1101, 
263,170River,5,River,Syr  Darya, ,170, 
1402,2033River,6,River,Taieri, ,2033, 
252,165River,5,River,Tajo, ,165,Version 1.2 edit in N. America and Europe
1205,850River,8,River,Talkeh, ,850,Version 1.2 edit in N. America and Europe
1130,786River,8,River,Tamar, ,786, 
1149,800River,8,River,Tambo, ,800, 
594,401River,7,River,Tana, ,401, 
352,238River,6,River,Tanana, ,238, 
1006,692River,8,River,Tao?er, ,692, 
302,200River,5,River,Tapaj?s, ,200, 
791,550River,7,River,Tapi, ,550, 
41,1030River,9,River,Taquari, ,1030, 
513,349River,6,River,Tarim, ,349, 
472,313River,6,River,Taritatu, ,313, 
82,1064River,9,River,Tarn, ,1064,Changed in 2.0
1081,743River,8,River,Taymura, ,743, 
362,245River,6,River,Taz, ,245, 
298,198River,5,River,Tejo (Tagus), ,198, 
1451,2050River,10,River,Tekapo, ,2050, 
1067,731River,8,River,Tekeze, ,731, 
1249,890River,8,River,Tel, ,890, 
33,1023River,9,River,Teles Pires, ,1023, 
260,169River,5,River,Tennessee, ,169, 
156,1126River,9,River,Tercero, ,1126, 
870,61River,3,River,Teslin, ,61, 
669,443River,7,River,Tevere (Tiber), ,443, 
459,302River,6,River,Thames, ,302,Version 1.2 edit in N. America and Europe
244,161River,5,River,Thelon, ,161, 
1059,725River,8,River,Thj?rs?, ,725,Version 1.2 edit in N. America and Europe
924,655River,8,River,Thlewiaza, ,655, 
1104,763River,8,River,Thompson, ,763, 
1311,944River,8,River,Ticino, ,944, 
954,669River,8,River,Ticino, ,669, 
996,688River,8,River,Tiet?, ,688, 
209,135River,4,River,Tigris, ,135, 
529,363River,6,River,Tisa, ,363, 
775,536River,7,River,Tista, ,536, 
279,180River,5,River,Tobol, ,180, 
497,335River,6,River,Tocantins, ,335, 
186,115River,4,River,Tocantins, ,115, 
477,318River,6,River,Tom?, ,318, 
1043,710River,8,River,Tombigbee, ,710, 
1078,740River,8,River,Tone, ,740, 
1448,2034River,0,River,Tongariro, ,2034, 
214,13River,1,River,Tongtian, ,13, 
2,1001River,9,River,Tonle Sap, ,1001, 
820,576River,7,River,Tornelven, ,576, 
1246,888River,8,River,Toxkan, ,888, 
1174,822River,8,River,Trent, ,822, 
516,351River,6,River,Trinity, ,351, 
304,202River,5,River,Trofimovskaya Protoka, ,202, 
648,427River,7,River,Trombetas, ,427, 
449,296River,6,River,Tshuapa, ,296, 
865,616River,7,River,Tsiribihina, ,616, 
68,1053River,9,River,Tsna, ,1053, 
376,252River,6,River,Tugaloo, ,252, 
802,560River,7,River,Tugela, ,560, 
1423,2035River,9,River,Tukituki, ,2035, 
873,622River,7,River,Tuloma, ,622,Version 1.2 edit in N. America and Europe
305,203River,5,River,Tumatskaya Protoka, ,203, 
715,484River,7,River,Tumbes, ,484, 
134,1108River,9,River,Tumen, ,1108, 
1319,951River,8,River,Tumnin, ,951, 
962,672River,8,River,Tungabhadra, ,672, 
109,1087River,9,River,Tuo, ,1087, 
192,11River,1,River,Tuotuo, ,11, 
94,1074River,9,River,Tura, ,1074, 
1418,2036River,9,River,Turakina, ,2036, 
1180,828River,8,River,Tuscarawas, ,828, 
1430,2037River,10,River,Tutaekuri, ,2037, 
163,1131River,9,River,Tvertsa, ,1131,Version 1.2 edit in N. America and Europe
1257,898River,8,River,Tyung, ,898, 
30,1020River,9,River,Uaup?s, ,1020, 
858,60River,3,River,Ubangi, ,60, 
125,10River,1,River,Ucayali, ,10, 
141,1113River,9,River,Uchur, ,1113, 
1318,950River,8,River,Uda, ,950, 
1274,910River,8,River,Udzha, ,910, 
1193,83River,3,River,Uele, ,83, 
1306,939River,8,River,Ugalla, ,939, 
769,530River,7,River,Ula, ,530, 
56,1043River,9,River,Umzingwani, ,1043, 
1153,804River,8,River,Una, ,804, 
34,1024River,9,River,Unini, ,1024, 
14,1007River,9,River,Unzha, ,1007,Version 1.2 edit in N. America and Europe
149,111River,4,River,Ural, ,111, 
1181,829River,8,River,Urique, ,829, 
446,293River,6,River,Uruguay, ,293, 
93,1073River,9,River,Usa, ,1073, 
794,553River,7,River,Ussuri, ,553, 
860,611River,7,River,Ussuri (Wusuli), ,611, 
237, ,7,River,Usumacinta, ,0, 
29,101River,4,River,Vaal, ,101, 
1231,874River,8,River,Vakh, ,874, 
97,1077River,9,River,Vasyugan, ,1077, 
759,522River,7,River,Velhas, ,522, 
700,471River,7,River,Velikaya, ,471, 
1208,853River,8,River,Ventuari, ,853, 
1332,963River,8,River,Verde, ,963, 
221,145River,4,River,Verkhniy Yenisey, ,145, 
556,383River,7,River,Verkhnyaya Taymyra, ,383, 
1128,784River,8,River,Victoria, ,784, 
847,5River,1,River,Victoria Nile, ,5, 
73,1057River,9,River,Vienne, ,1057, 
410,269River,6,River,Vilyuy, ,269, 
735,500River,7,River,Vina, ,500, 
1222,866River,8,River,Vishera, ,866, 
254,166River,5,River,Vistula, ,166, 
65,1050River,9,River,Vitava, ,1050,Version 1.2 edit in N. America and Europe
557,384River,7,River,Vitim, ,384, 
1000,68River,3,River,Volga, ,68, 
1360,986River,9,River,Volkhov, ,986, 
275,176River,5,River,Volta, ,176, 
423,276River,6,River,Vorma, ,276, 
165,1132River,9,River,Voronya, ,1132, 
383,256River,6,River,Vuoksi, ,256, 
8,1004River,9,River,Vyatka, ,1004,Version 1.2 edit in N. America and Europe
291,191River,5,River,Vychegda, ,191, 
69,1054River,9,River,Vym, ,1054, 
1136,790River,8,River,W. Branch Susqehanna, ,790, 
228,151River,4,River,Waal, ,151,Version 1.3
487,327River,6,River,Wabash, ,327, 
1415,2038River,9,River,Waiau, ,2038, 
1408,2039River,9,River,Waihou, ,2039, 
1447,274River,6,River,Waikato, ,274, 
1412,2040River,6,River,Waimakariri, ,2040, 
1245,887River,8,River,Wainganga, ,887, 
1410,2041River,6,River,Wairau, ,2041, 
1441,2043River,10,River,Wairoa, ,2043, 
1427,2044River,9,River,Waitaki, ,2044, 
1438,2045River,10,River,Waitoa, ,2045, 
53,1040River,9,River,Wami, ,1040, 
1055,720River,8,River,Warta, ,720, 
1230,873River,8,River,Wei, ,873, 
1112,76River,3,River,Weir, ,76, 
805,563River,7,River,Weser, ,563, 
1431,2046River,10,River,Whakatane, ,2046, 
1411,2047River,9,River,Whangaehu, ,2047, 
866,617River,7,River,White, ,617, 
495,333River,6,River,Willamette, ,333, 
918,652River,8,River,Wind, ,652, 
764,526River,7,River,Winisk, ,526, 
400,264River,6,River,Winnipeg, ,264, 
584,397River,7,River,Wisconsin, ,397, 
683,456River,7,River,Wu, ,456, 
1312,945River,8,River,Wuding, ,945, 
646,426River,7,River,Wujia, ,426, 
469,310River,6,River,Xar Moron, ,310, 
1339,96River,4,River,Xi, ,96, 
684,457River,7,River,Xiang, ,457, 
526,360River,6,River,Xiliao, ,360, 
297,197River,5,River,Xingu, ,197, 
225,149River,4,River,Xun, ,149, 
489,329River,6,River,Yadkin, ,329, 
780,540River,7,River,Yalong, ,540, 
980,680River,8,River,Yalu, ,680, 
465,307River,6,River,Yamuna, ,307, 
885,632River,7,River,Yana, ,632, 
301,1River,1,River,Yangtze, ,1, 
1379,997River,9,River,Yanisyoki (Janisjoki), ,997,Version 1.2 edit in N. America and Europe
1152,803River,8,River,Yapacani, ,803, 
1207,852River,8,River,Yaque del Norte, ,852, 
930,658River,8,River,Yaqui, ,658, 
357,242River,6,River,Yarkant, ,242, 
653,42River,2,River,Yarlung (Brahmaputra), ,42, 
582,396River,7,River,Yellowstone, ,396, 
174,113River,4,River,Yenisey, ,113, 
91,1071River,9,River,Yi, ,1071, 
178,1143River,9,River,Ying, ,1143, 
563,387River,7,River,Yom, ,387, 
843,599River,7,River,Yong, ,599, 
857,609River,7,River,Yongding, ,609, 
1120,777River,8,River,Yonne, ,777, 
788,548River,7,River,You, ,548, 
874,623River,7,River,Yu, ,623, 
365,247River,6,River,Yuan, ,247, 
779,53River,3,River,Yukon, ,53, 
1236,879River,8,River,Yurungkax, ,879, 
525,35River,2,River,Za, ,35, 
1232,875River,8,River,Za?gya, ,875, 
1042,70River,3,River,Zambezi, ,70, 
1238,880River,8,River,Zarafshon, ,880, 
1250,891River,8,River,Zay?, ,891, 
602,405River,7,River,Zeya, ,405, 
1252,893River,8,River,Zhang, ,893, 
104,1082River,9,River,Zi, ,1082, 
804,562River,7,River,Zncara, ,562, 
1175,823River,8,River,Zuo, ,823, 
